LAT,LON,VALUE_levelling,value_InSAR
,,,nan
,,,nan
,,,nan
23.70262878,120.1890864,0.1,"[array([-3.4028235e+38], dtype=float32)]"
23.76033183,120.6117421,0.0,"[array([-3.4028235e+38], dtype=float32)]"
23.76895669,120.5982064,0.1,"[array([-3.4028235e+38], dtype=float32)]"
23.7667755,120.57605,0.0,"[array([-3.4028235e+38], dtype=float32)]"
23.76885914,120.5559793,-0.1,"[array([-3.4028235e+38], dtype=float32)]"
23.77424372,120.5295091,-0.2,"[array([-3.4028235e+38], dtype=float32)]"
23.77924069,120.5189531,-0.4,"[array([-3.4028235e+38], dtype=float32)]"
23.78875853,120.5048664,-0.2,"[array([-1.3256909], dtype=float32)]"
23.79158956,120.4869767,-0.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.64263911,120.1554952,1.0,"[array([-3.4028235e+38], dtype=float32)]"
23.57252017,120.3516911,0.5,"[array([0.48301315], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.73491053,120.4015116,-4.0,"[array([-3.4028235e+38], dtype=float32)]"
23.76705847,120.3234373,-2.2,"[array([-0.5750905], dtype=float32)]"
23.74694364,120.5109495,0.0,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.67978769,120.2340419,-1.6,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.76075947,120.3537935,-2.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.56038911,120.3210911,0.4,"[array([1.0763785], dtype=float32)]"
23.55998711,120.3057145,0.7,"[array([1.2894129], dtype=float32)]"
23.63687264,120.4196297,-0.3,"[array([-3.4028235e+38], dtype=float32)]"
23.76011228,120.6178449,0.0,"[array([-3.4028235e+38], dtype=float32)]"
23.73204164,120.5941511,0.1,"[array([-3.4028235e+38], dtype=float32)]"
23.69966817,120.5267369,1.6,"[array([-3.4028235e+38], dtype=float32)]"
23.68507403,120.4864033,1.3,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.66820569,120.1781821,-0.7,"[array([-3.4028235e+38], dtype=float32)]"
23.64302139,120.1728115,-0.5,"[array([-3.4028235e+38], dtype=float32)]"
23.61769561,120.1646803,1.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.79091917,120.4702878,-0.6,"[array([-1.1921767], dtype=float32)]"
23.78239214,120.4746593,-0.9,"[array([-1.095139], dtype=float32)]"
,,,nan
23.76063092,120.4963789,-0.5,"[array([-1.5849375], dtype=float32)]"
23.66816061,120.4753914,1.0,"[array([0.68822056], dtype=float32)]"
,,,nan
23.73240503,120.5949837,0.2,"[array([-3.4028235e+38], dtype=float32)]"
23.72154258,120.5815415,1.0,"[array([0.27720547], dtype=float32)]"
23.71825567,120.5716073,0.8,"[array([0.17831172], dtype=float32)]"
23.70268183,120.5533205,1.7,"[array([-3.4028235e+38], dtype=float32)]"
23.70107758,120.3567059,-2.9,"[array([-1.7737352], dtype=float32)]"
23.70613161,120.3737048,-2.3,"[array([-3.4028235e+38], dtype=float32)]"
23.708397,120.3869818,-1.9,"[array([-3.4028235e+38], dtype=float32)]"
23.70700517,120.4004818,-1.8,"[array([-3.4028235e+38], dtype=float32)]"
23.71739214,120.4202154,-2.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.70983578,120.4452263,-1.1,"[array([-2.583314], dtype=float32)]"
23.70182769,120.458312,0.5,"[array([-3.4028235e+38], dtype=float32)]"
23.69359806,120.4703184,1.0,"[array([-0.8868855], dtype=float32)]"
23.68399669,120.4937807,1.5,"[array([0.45542923], dtype=float32)]"
23.69175619,120.5087236,1.7,"[array([0.85577047], dtype=float32)]"
23.69525797,120.5225953,1.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.79796322,120.2789321,0.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.72080706,120.208706,0.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.78275661,120.3672058,-0.8,"[array([0.00173629], dtype=float32)]"
23.77223897,120.3610364,-2.1,"[array([-3.4028235e+38], dtype=float32)]"
23.74446233,120.3475961,-2.0,"[array([-3.4028235e+38], dtype=float32)]"
23.72674411,120.3406522,-2.6,"[array([-3.4028235e+38], dtype=float32)]"
23.71605083,120.3254463,-2.5,"[array([-3.4028235e+38], dtype=float32)]"
23.67134614,120.3132057,-5.4,"[array([-3.4028235e+38], dtype=float32)]"
23.65435581,120.318029,-4.1,"[array([-3.4028235e+38], dtype=float32)]"
23.63330969,120.310268,-2.4,"[array([-3.4028235e+38], dtype=float32)]"
23.61273767,120.3076418,-4.0,"[array([-3.4028235e+38], dtype=float32)]"
23.59247428,120.3013698,-0.7,"[array([0.4536128], dtype=float32)]"
,,,nan
23.68012206,120.4798831,1.3,"[array([-3.4028235e+38], dtype=float32)]"
23.69895236,120.4597849,0.6,"[array([-3.4028235e+38], dtype=float32)]"
23.73342047,120.5177384,0.7,"[array([-3.4028235e+38], dtype=float32)]"
23.58373289,120.2992019,0.7,"[array([0.66800207], dtype=float32)]"
23.58957992,120.3083512,-1.7,"[array([-0.09128516], dtype=float32)]"
,,,nan
23.56630683,120.2108686,2.3,"[array([-3.4028235e+38], dtype=float32)]"
23.68585111,120.4811449,1.0,"[array([-3.4028235e+38], dtype=float32)]"
23.70059431,120.3643078,-2.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.62666036,120.3342548,-1.6,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.57325369,120.2460738,1.0,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.66377164,120.3687111,-3.2,"[array([-3.4028235e+38], dtype=float32)]"
23.70865789,120.4028965,-1.5,"[array([-3.4028235e+38], dtype=float32)]"
23.71439892,120.431183,-1.2,"[array([-3.4028235e+38], dtype=float32)]"
23.71528528,120.4315813,-1.1,"[array([-1.9265934], dtype=float32)]"
23.62743814,120.3345448,-1.4,"[array([-3.4028235e+38], dtype=float32)]"
23.62670556,120.3342643,-1.7,"[array([-3.4028235e+38], dtype=float32)]"
23.62670556,120.3342643,-1.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.79715031,120.4348566,-1.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.65279331,120.3097836,-2.3,"[array([-3.4028235e+38], dtype=float32)]"
23.65333964,120.3087809,-2.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.69941861,120.5397994,1.8,"[array([-3.4028235e+38], dtype=float32)]"
23.74131628,120.4024927,-2.4,"[array([-3.4028235e+38], dtype=float32)]"
23.79074175,120.3109901,-0.3,"[array([-3.4028235e+38], dtype=float32)]"
23.79141222,120.3115067,0.0,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.69843986,120.5386163,1.5,"[array([0.7682222], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.57491719,120.2464953,0.9,"[array([-3.4028235e+38], dtype=float32)]"
23.57418017,120.2471951,0.9,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.75986994,120.6184441,0.0,"[array([-0.7888054], dtype=float32)]"
,,,nan
,,,nan
23.70894114,120.4084653,-1.5,"[array([-3.4028235e+38], dtype=float32)]"
23.65887069,120.3495703,-2.9,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.70935156,120.4071788,-1.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.70489089,120.5338571,1.5,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.74388175,120.6019128,-0.1,"[array([-3.4028235e+38], dtype=float32)]"
23.69705703,120.5381799,1.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.79767142,120.4195653,-1.0,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.60379469,120.1773299,2.5,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.65852942,120.3586787,-4.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.79013808,120.2346133,0.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.57853181,120.3011987,0.9,"[array([0.8966894], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.68982231,120.4147679,-1.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.7763725,120.2299845,1.1,"[array([-3.4028235e+38], dtype=float32)]"
23.69423075,120.1872165,-1.8,"[array([-3.4028235e+38], dtype=float32)]"
23.55953547,120.3303814,0.4,"[array([0.5313911], dtype=float32)]"
,,,nan
23.61387194,120.3336726,-1.5,"[array([-0.9116862], dtype=float32)]"
23.60891067,120.3327374,-1.6,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.74444767,120.4090604,-1.9,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.77926481,120.308843,-0.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.57827431,120.3021699,1.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.65141311,120.1566935,0.9,"[array([-3.4028235e+38], dtype=float32)]"
23.69871722,120.1991318,0.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.69327739,120.4796055,1.3,"[array([-3.4028235e+38], dtype=float32)]"
23.69828847,120.203537,0.2,"[array([-3.4028235e+38], dtype=float32)]"
23.67753994,120.2677709,-2.6,"[array([-3.4028235e+38], dtype=float32)]"
23.67981103,120.2803272,-1.8,"[array([-3.4028235e+38], dtype=float32)]"
23.68660258,120.2943695,-2.0,"[array([-3.4028235e+38], dtype=float32)]"
23.69247108,120.3062121,-2.0,"[array([-0.39209744], dtype=float32)]"
23.7005495,120.3343218,-2.5,"[array([-3.4028235e+38], dtype=float32)]"
23.70303158,120.3446545,-2.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.714702,120.1979456,0.3,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.68414636,120.3205707,-3.7,"[array([-3.4028235e+38], dtype=float32)]"
23.70249583,120.1930193,0.4,"[array([-3.4028235e+38], dtype=float32)]"
23.69780531,120.324079,-2.7,"[array([-1.2197235], dtype=float32)]"
23.63044011,120.1521139,1.3,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.73780597,120.1975591,1.4,"[array([-3.4028235e+38], dtype=float32)]"
23.74671778,120.2080492,1.4,"[array([-3.4028235e+38], dtype=float32)]"
23.7284915,120.2017746,0.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.75441453,120.3786831,-3.5,"[array([-2.7904208], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.63807964,120.3398523,-1.3,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.73774494,120.3966434,-4.6,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.72910172,120.4393188,-0.9,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.57853181,120.3011987,0.9,"[array([0.8966894], dtype=float32)]"
,,,nan
23.65334008,120.3088789,-2.6,"[array([-3.4028235e+38], dtype=float32)]"
23.76888681,120.5625037,-0.4,"[array([-3.4028235e+38], dtype=float32)]"
23.72048019,120.5860564,0.5,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
23.7672315,120.5980057,0.2,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
23.71900431,120.4337228,-1.2,"[array([-1.6890442], dtype=float32)]"
23.72775444,120.5221337,1.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.65682722,120.1761948,-1.2,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.55760008,120.3402354,0.2,"[array([0.4229295], dtype=float32)]"
,,,nan
23.79628031,120.4669591,-0.9,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.66063497,120.3127225,-2.5,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.6835965,120.2447457,-1.0,"[array([-3.4028235e+38], dtype=float32)]"
23.67955442,120.1813759,-0.8,"[array([-3.4028235e+38], dtype=float32)]"
23.75898072,120.347357,-2.9,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.79718275,120.2590357,0.3,"[array([-3.4028235e+38], dtype=float32)]"
23.77190247,120.5406534,0.0,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
23.68656436,120.1992549,-0.2,"[array([-3.4028235e+38], dtype=float32)]"
23.66764942,120.2101144,-1.5,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.65710042,120.3473048,-3.5,"[array([-3.4028235e+38], dtype=float32)]"
23.64396517,120.3124371,-2.8,"[array([-3.4028235e+38], dtype=float32)]"
23.71882278,120.4334686,-1.2,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.58894022,120.3769665,-0.2,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.77189375,120.4808924,-0.7,"[array([-3.4028235e+38], dtype=float32)]"
23.73854994,120.3993174,-3.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.73707144,120.3975979,-5.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
23.57255944,120.226074,1.8,"[array([-3.4028235e+38], dtype=float32)]"
23.56303283,120.3480545,0.8,"[array([0.5722584], dtype=float32)]"
23.74838361,120.4183322,-2.0,"[array([-2.1147676], dtype=float32)]"
23.79744714,120.2446582,0.5,"[array([-3.4028235e+38], dtype=float32)]"
23.79601758,120.404961,-0.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.76794664,120.5883984,0.2,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.72105847,120.2084298,0.2,"[array([-3.4028235e+38], dtype=float32)]"
23.71279653,120.1823649,0.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.75968728,120.2229507,0.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.62053825,120.4054035,-1.3,"[array([-3.4028235e+38], dtype=float32)]"
23.66724403,120.2209984,-1.7,"[array([-3.4028235e+38], dtype=float32)]"
23.56877253,120.2682185,-0.3,"[array([0.69037485], dtype=float32)]"
23.60665403,120.3061353,-1.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.67938208,120.3131343,-5.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.79116264,120.3122341,-0.2,"[array([-3.4028235e+38], dtype=float32)]"
23.57317772,120.2471616,1.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
23.65334003,120.3088691,-2.7,"[array([-3.4028235e+38], dtype=float32)]"
23.65870903,120.3497769,-2.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.65866358,120.3497086,-2.9,"[array([-3.4028235e+38], dtype=float32)]"
23.65864553,120.3497086,-1.4,"[array([-3.4028235e+38], dtype=float32)]"
23.65862747,120.3497087,-2.9,"[array([-3.4028235e+38], dtype=float32)]"
23.56031853,120.3010796,0.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.80019133,120.4518501,-0.9,"[array([-1.518552], dtype=float32)]"
23.75450469,120.5062909,0.0,"[array([-1.4543965], dtype=float32)]"
,,,nan
,,,nan
,,,nan
23.67149856,120.2285513,-1.7,"[array([-3.4028235e+38], dtype=float32)]"
23.74480603,120.4226445,-2.2,"[array([-2.2267852], dtype=float32)]"
,,,nan
,,,nan
23.71362528,120.5594126,1.0,"[array([0.19056782], dtype=float32)]"
23.79715903,120.2730291,0.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.74495544,120.2183691,1.0,"[array([-3.4028235e+38], dtype=float32)]"
23.7444665,120.4022135,-2.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.58623425,120.3643211,-0.3,"[array([0.10746101], dtype=float32)]"
23.66135489,120.3476758,-3.3,"[array([-3.4028235e+38], dtype=float32)]"
23.66674522,120.3476001,-3.4,"[array([-3.4028235e+38], dtype=float32)]"
23.66647633,120.3545421,-4.5,"[array([-3.4028235e+38], dtype=float32)]"
23.66273044,120.3592268,-3.4,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.65611417,120.3554556,-3.7,"[array([-3.4028235e+38], dtype=float32)]"
23.65325056,120.3529897,-2.9,"[array([-3.4028235e+38], dtype=float32)]"
23.64995389,120.350624,-2.5,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.61900331,120.3094708,-3.2,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.61529631,120.3083731,-2.8,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
23.57228236,120.2158289,2.1,"[array([-3.4028235e+38], dtype=float32)]"
23.57050411,120.2213252,2.0,"[array([-3.4028235e+38], dtype=float32)]"
23.56964858,120.2253956,2.0,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.57322414,120.2437033,1.3,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.74967386,120.4109202,-3.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.57384317,120.2119991,1.9,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.57093119,120.2997107,0.7,"[array([1.1011239], dtype=float32)]"
23.64552314,120.431834,1.2,"[array([-3.4028235e+38], dtype=float32)]"
23.72376858,120.2140037,0.5,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
23.63348961,120.1516728,1.0,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
,,,nan
23.67256361,120.3882568,-2.7,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.74408219,120.6061303,-0.1,"[array([-3.4028235e+38], dtype=float32)]"
,,,nan
,,,nan
23.56142992,120.3113687,0.8,"[array([0.6729947], dtype=float32)]"
